IMG_OID,Lake,Taxonomy,Gene_Count,Diversity,Density,Order
2582580572,Mendota,Actinobacteria;Actinobacteria;[Blank];;;,818,6,0.733496332518337,NA
2582580573,Mendota,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,1558,12,0.898587933247754,Verrucomicrobiales
2582580575,Mendota,Actinobacteria;Actinobacteria;[Blank];;;,1180,2,0.169491525423729,NA
2582580576,Mendota,Cyanobacteria;[Blank];[Blank];;;,2887,15,0.727398683754763,NA
2582580577,Mendota,Cyanobacteria;[Blank];[Blank];;;,3018,17,0.762094102054341,NA
2582580578,Mendota,Planctomycetes;Planctomycetia;Planctomycetales;;;,3570,12,0.672268907563025,Planctomycetales
2582580579,Mendota,[Blank];[Blank];[Blank];;;,743,1,0.134589502018843,NA
2582580580,Mendota,Bacteroidetes;Flavobacteriia;Flavobacteriales;;;,1191,9,1.00755667506297,Flavobacteriales
2582580581,Mendota,Proteobacteria;Alphaproteobacteria;Sphingomonadales;;;,1805,7,0.443213296398892,Sphingomonadales
2582580582,Mendota,Bacteroidetes;[Blank];[Blank];;;,1417,8,0.917431192660551,NA
2582580583,Mendota,Bacteroidetes;Sphingobacteriia;[Blank];;;,1888,9,0.741525423728814,NA
2582580584,Mendota,Cyanobacteria;[Blank];[Blank];;;,3951,15,0.455580865603645,NA
2582580585,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1989,21,1.6088486676722,Sphingobacteriales
2582580586,Mendota,Bacteroidetes;[Blank];[Blank];;;,2128,2,0.140977443609023,NA
2582580587,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1327,4,0.452147701582517,Sphingobacteriales
2582580588,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2619,11,0.610920198549065,Sphingobacteriales
2582580589,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2632,21,1.44376899696049,Sphingobacteriales
2582580590,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1365,3,0.21978021978022,Sphingobacteriales
2582580591,Mendota,Cyanobacteria;[Blank];[Blank];;;,1782,8,0.505050505050505,NA
2582580592,Mendota,Bacteroidetes;Flavobacteriia;Flavobacteriales;;;,2551,21,1.09760878087025,Flavobacteriales
2582580593,Mendota,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,2193,7,0.820793433652531,Verrucomicrobiales
2582580594,Mendota,Chlamydiae;Chlamydiia;Chlamydiales;;;,2534,11,0.434096290449882,Chlamydiales
2582580595,Mendota,Actinobacteria;Actinobacteria;Actinomycetales;;;,960,1,0.208333333333333,Actinomycetales
2582580596,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2054,17,1.02239532619279,Sphingobacteriales
2582580597,Mendota,Bacteroidetes;Flavobacteriia;Flavobacteriales;;;,1853,7,0.539665407447383,Flavobacteriales
2582580598,Mendota,Proteobacteria;Betaproteobacteria;Methylophilales;;;,705,0,0,Methylophilales
2582580599,Mendota,Bacteroidetes;[Blank];[Blank];;;,2971,8,0.302928306967351,NA
2582580600,Mendota,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,2430,11,0.823045267489712,Burkholderiales
2582580601,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2686,24,1.41474311243485,Sphingobacteriales
2582580602,Mendota,Bacteroidetes;Flavobacteriia;Flavobacteriales;;;,1346,9,0.891530460624071,Flavobacteriales
2582580603,Mendota,Bacteroidetes;Cytophagia;Cytophagales;;;,3615,23,1.05117565698479,Cytophagales
2582580605,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1651,14,1.27195639006663,Sphingobacteriales
2582580606,Mendota,Planctomycetes;Planctomycetia;Planctomycetales;;;,2596,7,0.308166409861325,Planctomycetales
2582580607,Mendota,Verrucomicrobia;Spartobacteria;[Blank];;;,3410,11,0.498533724340176,NA
2582580608,Mendota,Actinobacteria;Actinobacteria;[Blank];;;,886,7,0.90293453724605,NA
2582580609,Mendota,Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;,2069,6,0.338327694538424,Xanthomonadales
2582580610,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1856,7,0.431034482758621,Sphingobacteriales
2582580611,Mendota,Planctomycetes;Planctomycetia;Planctomycetales;;;,3984,14,0.753012048192771,Planctomycetales
2582580612,Mendota,Tenericutes;[Blank];[Blank];;;,810,10,1.85185185185185,NA
2582580613,Mendota,Bacteroidetes;[Blank];[Blank];;;,1913,13,0.836382645060115,NA
2582580614,Mendota,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2111,21,1.84746565608716,Sphingobacteriales
2582580615,Trout Bog Epilimnion,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,2391,11,0.627352572145546,Methylococcales
2582580616,Trout Bog Epilimnion,Verrucomicrobia;Opitutae;[Blank];;;,1896,13,1.31856540084388,NA
2582580617,Trout Bog Epilimnion,Actinobacteria;[Blank];[Blank];;;,895,2,0.223463687150838,NA
2582580620,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,1490,2,0.268456375838926,Burkholderiales
2582580621,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,2215,6,0.406320541760722,Burkholderiales
2582580622,Trout Bog Epilimnion,Chlorobi;Chlorobia;Chlorobiales;;;,2365,10,0.591966173361522,Chlorobiales
2582580623,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Methylophilales;;;,1439,6,0.555941626129256,Methylophilales
2582580624,Trout Bog Epilimnion,Proteobacteria;Deltaproteobacteria;Bdellovibrionales;;;,1434,2,0.418410041841004,Bdellovibrionales
2582580625,Trout Bog Epilimnion,Chlorobi;Chlorobia;Chlorobiales;;;,2357,9,0.678829019940602,Chlorobiales
2582580627,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;[Blank];;;,1398,13,1.1444921316166,NA
2582580628,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;Acidimicrobiales;;;,1052,1,0.0950570342205323,Acidimicrobiales
2582580629,Trout Bog Epilimnion,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,1352,4,0.29585798816568,Rickettsiales
2582580630,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;[Blank];;;,1301,8,0.768639508070715,NA
2582580631,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;Acidimicrobiales;;;,1846,7,0.433369447453954,Acidimicrobiales
2582580632,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;[Blank];;;,1005,8,0.796019900497512,NA
2582580633,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,1845,4,0.32520325203252,Burkholderiales
2582580634,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;Acidimicrobiales;;;,1368,2,0.146198830409357,Acidimicrobiales
2582580635,Trout Bog Epilimnion,Actinobacteria;Actinobacteria;[Blank];;;,1046,3,0.286806883365201,NA
2582580637,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,3084,7,0.291828793774319,Burkholderiales
2582580638,Trout Bog Epilimnion,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,4345,24,1.03567318757192,Verrucomicrobiales
2582580639,Trout Bog Epilimnion,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,2620,13,0.763358778625954,Methylococcales
2582580640,Trout Bog Epilimnion,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1846,17,1.51679306608884,Sphingobacteriales
2582580641,Trout Bog Epilimnion,Acidobacteria;Solibacteres;Solibacterales;;;,2500,11,0.52,Solibacterales
2582580642,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,1742,4,0.34443168771527,Burkholderiales
2582580643,Trout Bog Epilimnion,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,1539,15,1.23456790123457,Sphingobacteriales
2582580644,Trout Bog Epilimnion,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,1460,3,0.410958904109589,Rickettsiales
2582580646,Trout Bog Epilimnion,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,1648,6,0.485436893203883,Methylococcales
2582580647,Trout Bog Epilimnion,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2169,9,0.461041954817888,Sphingobacteriales
2582580648,Trout Bog Epilimnion,Acidobacteria;Holophagae;Holophagales;;;,2829,7,0.247437256981265,Holophagales
2582580649,Trout Bog Epilimnion,Proteobacteria;Betaproteobacteria;Methylophilales;;;,1077,1,0.0928505106778087,Methylophilales
2582580650,Trout Bog Epilimnion,Proteobacteria;Alphaproteobacteria;[Blank];;;,1009,4,0.396432111000991,NA
2582580651,Trout Bog Hypolimnion,Chlorobi;Chlorobia;Chlorobiales;;;,2269,9,0.617011899515205,Chlorobiales
2582580652,Trout Bog Hypolimnion,[Blank];[Blank];[Blank];;;,944,4,0.423728813559322,NA
2582580653,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,3498,10,0.428816466552316,Burkholderiales
2582580654,Trout Bog Hypolimnion,Proteobacteria;Epsilonproteobacteria;Campylobacterales;;;,2337,5,0.385109114249037,Campylobacterales
2582580657,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;[Blank];;;,952,2,0.210084033613445,NA
2582580658,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,3672,15,0.599128540305011,Burkholderiales
2582580659,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,3377,16,0.769914124962985,Burkholderiales
2582580662,Trout Bog Hypolimnion,Acidobacteria;Holophagae;Holophagales;;;,2814,5,0.213219616204691,Holophagales
2582580663,Trout Bog Hypolimnion,[Blank];[Blank];[Blank];;;,864,0,0,NA
2582580664,Trout Bog Hypolimnion,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,5372,61,4.76545048399106,Verrucomicrobiales
2582580665,Trout Bog Hypolimnion,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,4793,73,4.23534320884623,Verrucomicrobiales
2582580668,Trout Bog Hypolimnion,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,3743,69,5.1562917445899,Verrucomicrobiales
2582580669,Trout Bog Hypolimnion,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,3142,41,2.06874602164227,Sphingobacteriales
2582580670,Trout Bog Hypolimnion,Actinobacteria;[Blank];[Blank];;;,1217,1,0.246507806080526,NA
2582580671,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;Acidimicrobiales;;;,1270,3,0.236220472440945,Acidimicrobiales
2582580672,Trout Bog Hypolimnion,Acidobacteria;Holophagae;Holophagales;;;,3116,16,0.673940949935815,Holophagales
2582580673,Trout Bog Hypolimnion,Bacteroidetes;Bacteroidia;Bacteroidales;;;,3165,60,5.46603475513428,Bacteroidales
2582580674,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Gallionellales;;;,2581,11,0.619914761720263,Gallionellales
2582580675,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;[Blank];;;,1280,10,0.9375,NA
2582580677,Trout Bog Hypolimnion,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,2192,10,0.684306569343066,Methylococcales
2582580679,Trout Bog Hypolimnion,[Blank];[Blank];[Blank];;;,820,2,0.365853658536585,NA
2582580680,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;Solirubrobacterales;;;,2677,5,0.261486738886814,Solirubrobacterales
2582580682,Trout Bog Hypolimnion,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,3938,37,2.94565769426105,Verrucomicrobiales
2582580683,Trout Bog Hypolimnion,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,1486,3,0.403768506056528,Rickettsiales
2582580684,Trout Bog Hypolimnion,Proteobacteria;Deltaproteobacteria;Desulfobacterales;;;,2823,11,0.602196245129295,Desulfobacterales
2582580685,Trout Bog Hypolimnion,Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;,2773,40,2.30796970789758,Sphingobacteriales
2582580686,Trout Bog Hypolimnion,Proteobacteria;Gammaproteobacteria;Legionellales;;;,1599,6,0.375234521575985,Legionellales
2582580687,Trout Bog Hypolimnion,Acidobacteria;Holophagae;Holophagales;;;,3551,20,0.675865953252605,Holophagales
2582580688,Trout Bog Hypolimnion,Verrucomicrobia;Opitutae;[Blank];;;,3088,32,1.94300518134715,NA
2582580689,Trout Bog Hypolimnion,Proteobacteria;Deltaproteobacteria;Desulfuromonadales;;;,5076,15,0.45311268715524,Desulfuromonadales
2582580690,Trout Bog Hypolimnion,Bacteroidetes;Flavobacteriia;Flavobacteriales;;;,2183,11,0.641319285387082,Flavobacteriales
2582580691,Trout Bog Hypolimnion,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,2765,49,5.28028933092224,Verrucomicrobiales
2582580692,Trout Bog Hypolimnion,Bacteroidetes;Bacteroidia;Bacteroidales;;;,2691,38,2.60126347082869,Bacteroidales
2582580693,Trout Bog Hypolimnion,Proteobacteria;[Blank];[Blank];;;,840,1,0.238095238095238,NA
2582580694,Trout Bog Hypolimnion,Bacteroidetes;Flavobacteriia;Flavobacteriales;;;,2055,13,0.827250608272506,Flavobacteriales
2582580695,Trout Bog Hypolimnion,Ignavibacteria;[Blank];[Blank];;;,3689,40,2.62943887232312,NA
2582580697,Trout Bog Hypolimnion,Ignavibacteria;Ignavibacteria;Ignavibacteriales;;;,3702,30,1.29659643435981,Ignavibacteriales
2582580698,Trout Bog Hypolimnion,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,1280,4,0.3125,Rickettsiales
2582580699,Trout Bog Hypolimnion,Proteobacteria;Deltaproteobacteria;Bdellovibrionales;;;,1472,2,0.407608695652174,Bdellovibrionales
2582580700,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,3041,5,0.263071358105886,Burkholderiales
2582580701,Trout Bog Hypolimnion,Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;,922,1,0.216919739696312,Pseudomonadales
2582580702,Trout Bog Hypolimnion,Bacteroidetes;Bacteroidia;Bacteroidales;;;,4340,83,5.34562211981567,Bacteroidales
2582580703,Trout Bog Hypolimnion,Proteobacteria;Alphaproteobacteria;Rhizobiales;;;,2168,5,0.276752767527675,Rhizobiales
2582580705,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;[Blank];;;,1309,8,0.763941940412529,NA
2582580706,Trout Bog Hypolimnion,[Blank];[Blank];[Blank];;;,844,1,0.118483412322275,NA
2582580708,Trout Bog Hypolimnion,Bacteroidetes;Bacteroidia;Bacteroidales;;;,2224,38,3.23741007194245,Bacteroidales
2582580711,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,1902,4,0.262881177707676,Burkholderiales
2582580712,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Methylophilales;;;,1569,7,0.573613766730402,Methylophilales
2593339176,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Methylophilales;;;,1411,6,0.566973777462792,Methylophilales
2593339177,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,1553,4,0.321957501609787,Burkholderiales
2593339178,Trout Bog Hypolimnion,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,2879,11,0.590482806530045,Methylococcales
2593339179,Trout Bog Hypolimnion,Bacteroidetes;Bacteroidia;Bacteroidales;;;,2932,52,5.90040927694407,Bacteroidales
2593339181,Trout Bog Hypolimnion,Verrucomicrobia;Opitutae;[Blank];;;,1623,21,2.83425754775108,NA
2593339182,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Methylophilales;;;,1146,3,0.261780104712042,Methylophilales
2593339183,Trout Bog Hypolimnion,Proteobacteria;Deltaproteobacteria;Desulfobacterales;;;,3338,13,0.629119233073697,Desulfobacterales
2593339184,Trout Bog Hypolimnion,Chlorobi;Chlorobia;Chlorobiales;;;,2194,8,0.592525068368277,Chlorobiales
2593339185,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;Acidimicrobiales;;;,1353,4,0.369549150036955,Acidimicrobiales
2593339187,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Nitrosomonadales;;;,1072,2,0.373134328358209,Nitrosomonadales
2593339188,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;[Blank];;;,1104,4,0.543478260869565,NA
2593339189,Trout Bog Hypolimnion,Verrucomicrobia;Opitutae;[Blank];;;,1957,23,2.8104241185488,NA
2593339190,Trout Bog Hypolimnion,Actinobacteria;Actinobacteria;[Blank];;;,1030,7,0.679611650485437,NA
2593339191,Trout Bog Hypolimnion,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,2043,13,0.881057268722467,Methylococcales
2593339192,Trout Bog Hypolimnion,Proteobacteria;Betaproteobacteria;Methylophilales;;;,1104,2,0.271739130434783,Methylophilales
